cleaned_text,text_length
本来就是啊，女人到了年纪就不能生育，男人不照样能生，实在不行就做试管,34
这句话本来就是错的，怎么了。只有懂得保养，爱惜自己身体的到了40才会一朵花，否则不修边幅邋里邋遢的怎么一朵花。还有生孩子，你觉得女人到40还没生孩子是因为想生不能生还是说你娶一个40岁的老婆是为了让他给你生孩子？,106
但是你不否认的是，离婚后四五十岁的男人照样能重新联系家庭，能生自己和妻子的孩子，而前妻，要么做继母，要么就俩个人单过带着前夫的孩子，参考赌王和某女星就知道了。还有豆腐渣这句话可不是我宣传的，这不是很多网友喜欢说的吗,107
那你怎么解释赌王的小儿子是他78岁生的，那你见过78岁的女人还能生孩子吗？45就算高龄了，你们自己心里也更清楚，那你们反驳什么呢？为什么都说男怕入错行，女怕嫁错郎呢？,83
你那生育能力来比？那有多少男的70岁了还有生育能力？照你这么说也有70来岁的女的也能怀孕，还某很多没有生育能力的男女你怎么不拉出来比？不应该拿生育能力比较好吧。,80
你就这么执着于生孩子？而且人78岁还能生孩子是什么原因你不知道，你78还能找到一个愿意给你生孩子的女人？就会重复几句俗语，男怕入错行，女怕嫁错郎。入错行你改行啊，嫁错了就离婚呗，又不是以前只能一个工作干一辈子，女的不用再嫁鸡随鸡嫁狗随狗，又不是不能工作。知道什么是萧亚轩的快乐？,139
你没懂我的意思，我的意思是就算男人五十岁离婚，他照样能娶老婆生孩子重新开始生活，那个时候你有回头路走吗？你有的选？更甚者，直接忽悠老婆到四十多岁不生孩子，备孕期间从中作梗，是不是她一辈子就完了，根本没有回头路走了？这个时候不管男人做什么，要么她忍，要么她就再婚花钱养别人孩子，不然怎么办？,144
你就是觉得男的离婚会找一个年轻的女的结婚而已，清醒一点，你只能找到跟你情况差不多的，离异，带孩子什么的都有可能。怎么老把自己代入到有钱人那类里去，你是吗？,77
我也是服了，能别装的只有男的被误解好吗？我寻思着女权这个词不也被你们这种男的污名化了吗。也别拿什么女权要特权来洗，现实生活中享受着工作特权，就业特权，舆论特权的从来都是男性。拿着那种极端女权，来对比男性正常化日常，不更说明男权盛行吗。其次，直男一词被污名化，也是同理极端女权那样，因为某些极端直男的恶心操作和言行。还有，被恶意全方面讽刺的女性只会更多，拒绝的彻底要被说给脸不要脸，拒绝的不彻底就是绿茶，逼着我们变弯？另外，变弯吧。真男人就是要干男人这不是你们男的经常说的吗奥利给,239
自己衡量，亲亲抱抱，值不值得用冒着染上性病、被暴力对待得不到公正司法、被男人用过往亲密关系来威胁控制的风险来换？值不值得搭上你自己的生育自由、人身自由，值不值得换后半辈子给别人做家务？我就是提个建议，其他的你自己衡量,108
就是个性关系你还能扯到生育自由人身自由的，还能扯到后半辈子给人家做家务的？,37
对，没有女人屁事没有，你们离女人远点谢谢。对了，你可以不婚，你可以不谈恋爱，可以给法律提议别搞什么离婚冷静期，远离女人，加油，你做得到,67
不是杠，只是想发表一下我的看法，这个其实物化女性很明显了，价值观也不正确，如果大家都觉得没什么，是我们想多了，其实才是最危险的，因为在大家看来这是约定俗成的，无伤大雅，但事实是这是不对的。换一个角度来说，你有看到把物化男性当成搞笑的广告吗。我这样说你明白吗，所有遇到这种情况才要大家指出来纠正，不然歧视只会被大家默认为正常现象。,164
那机话生育？,6
计划生育没有黑的必要，虽然问题很多，但是它规避了更大的麻烦。而且说实话，人类文明的发展一定会伴随着阶段性的计划生育的，不通过强制手段也会有别的手段。,74
这条规章制度在设立的时候一定查了相关法律，去看一下计划生育法，里面有这方面的条例，当时设立的规章制度肯定没问题。只是随着发展看着不合理而已，只要计划生育法相关条例不废除，就合理。,89
这个还真就有相关条例，计划生育法中有解释，可以去看看。,27
写出来这个制度的还真不是法盲，计划生育中有规定的。写出来这条的人法律水平很高，能合规。,43
时代变了，之前很多农村地区是存在结婚不领结婚证的，思想落后不知道要领证，但是一辈子也就过了，94年之前强调事实婚姻，没有结婚证也能离婚分财产滴，但是事实婚姻很多事情讲不清楚得村委会或者居委会来开证明,99
不通过强制手段也会有其他手段？ 所以就可以侵犯生育权了对吧？,30
未婚先孕和非婚生育不是一个概念。之前计划生育法打击的是非婚生育，2022年已经取消了。而且，之前也是说违反计划生育是不能享有社会相关福利，也不是说公司可以无条件开除。以前这个就不允许，只是那个时候打工人还没像现在这样关注到自己的利益，没人说罢了,122
计划生育了解一下,8
这和计划生育差远了。计划生育你怀了几个月都能把你抓起来强行打掉。这还是国策。,38
本来也不是说计划生育啊，这不是在说劳动关系吗？我不太明白，一直在说劳动关系，怎么那么多说计划生育的。根本是两个轨道的事情？这是说企业规章违法啊。而且，未婚先孕不是违法，非婚生育才是，这两个概念是不一样的。如果有人因为未婚先孕被抓了那是执法部门解读条款有问题，这个问题以前挺多吗？,139
怎么这么多说计划生育的？up说的是劳动法相关的内容，我也说的是，谁说了有没有违反计划生育了？如果违反计划生育政策那是有行政处罚的。和公司是不是能以此解除劳动关系根本不是同一个问题啊。而且，就算他违反计划生育，你们也不能弄死他吧，劳动相关权利都给人剥夺了。,127
哦，取消这个确实是。但是这应该也不影响啊。这还是在人身权内，并不是非婚生育啊，她只是怀孕了啊，小孩还没生出来啊。那我前面描述的不对，不应该是生育权，而是身体权。只是怀孕和生育权没有直接关联。这里规章应该是将‘舍弃身体权’写进去了。,115
那你怎么看计划生育,9
这个地方我说的不准确，不是生育权，这里是人身权。怀孕是人身权，不管是不是未婚，属于重大人身权利，写进合同或者规章制度是不合法的。,64
？？？不是现在国家在支持未婚生育？,17
5年，以前是可以部分无效的。比方说未婚先孕的说法。未结婚是不允许有生育权的，如果你触犯这一条社会道德，那么可以辞退你或者不允许你有产假。这是计划生育体系的残留。目前为止这一条社会道德还有一定的影响力,99
计划生育的时候有没有管你的人身权？,17
我是吉林省的，当年因为工业化，计划生育执行的特别严格。只要犯错，厂子直接开除。我小时候总能听到这种议论。什么某某家又生了个娃，被全场通报批斗。什么某某家大闺女没结婚生娃，被开除什么都。这些都是年代产物。,101
忘了计划生育？？,8
所以我说的“不婚怀孕”“单身怀孕” 和怀了孕再去结婚可是有天壤之别的。,35
不婚和单身生育是个人安排。未婚先孕才是道德瑕疵，不管是女方以怀孕理由要求结婚或男方要求怀孕（更离谱是怀男孩）才能结婚，都是要批评的，如果双方不小心意外怀孕更是非常没有责任心的行为。,90
这和道德层面也站不住脚，生育是女性单方面的权利，但就未婚有孕这件事，女生想要孩子怀上了孩子但没结婚只能说明她想要孩子但不想结婚，说明不了别的。没结婚不想要孩子但怀孕了，能说明的也就是她没买到合格的避孕药、安全套或者对生理知识不够了解，当然更多的还是遇到了一个垃圾，你可以说她蠢，但不能说她道德有问题。除非她没有养孩子的能力但非要生下来还为此偷偷扎破男方主动带上的安全套,184
